index,ln_abs_c_interface_mean,Water_all_overlap_factor_100,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
53,5.33471716,44.2281517,6.299907407,-0.666666667,6.299907407,0.666666667,0.126082315,104.117,96.053,104.0810443,42,0,0.197578495,-0.268414322,0.268414322,0.197578495,1.428571429,1.857142857,1.857142857,15.47350292,10.93857972,1.925837585,-2.032304943,1.662167715,-2.471522051,4.415993023,0.435060452,3.164609309,46.14170945,5.698670613,3.679264403,3.679264403,3.346065215,1.636506226,1.636506226,0.864969235,0.864969235,0.44483731,0.44483731,0.122648122,0.122648122,-0.56,34.39946188,6.44,3.623823529,2.175294118,40.69583519,0,0,6.289710395,0,0,0,11.68534054,16.38271179,5.114250126,0,0,0,0,0,0,0,5.531128999,10.85158279,16.79959067,6.289710395,0,0,0,0,22.53692333,0,0,0,6.289710395,0,5.531128999,0,5.114250126,0,0,0,112.31,6.289710395,0,0,0,0,0,0,0,0,15.96583292,17.21646954,0,0,0,2.902777778,10.52212963,9.575092593,0,-0.666666667,0,0,1,7,7,6,0,0,0,0,0,0,6,5,6,3,0,0,0,0,-1.77243,23.5819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,5.126943536,29.5565926,10.02142621,-1.615555556,10.02142621,0.247996977,0.279978348,179.172,166.068,179.0793725,72,0,0.138936954,-0.393579139,0.393579139,0.138936954,1.25,1.75,2.083333333,16.37496902,10.03176145,2.279597139,-2.225728171,2.010662872,-2.49436125,5.57783334,-0.117790665,4.070579537,141.9001345,9.723614639,6.368311069,6.368311069,5.54011122,3.401441653,3.401441653,2.444539837,2.444539837,1.482683922,1.482683922,0.643782612,0.643782612,-0.53,358.7532296,11.47,5.175013037,2.838808992,69.24230941,30.95431424,24.59805969,0,0,0,0,0,0,0,0,0,0,0,12.64872279,25.22064676,6.286160523,0,0,5.733667477,24.35373999,6.606881965,0,0,0,5.733667477,0,0,0,57.67289206,4.794537184,0,0,0,0,0,0,124.01,30.96062196,4.794537184,0,6.286160523,0,0,0,0,0,0,26.15977706,0,0,10.02142621,35.16729545,5.039091081,0,-1.262777778,-4.427141912,-0.704559713,0,0.833333333,12,6,6,0,0,0,0,0,0,6,5,6,5,0,0,0,0,-3.4124,39.1456,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4.873956222,28.5807148,9.72962963,-1.481481481,9.72962963,0.177962963,0.401436213,134.131,124.051,134.0579088,54,0,0.150752603,-0.390603235,0.390603235,0.150752603,1.333333333,1.777777778,1.888888889,16.36231088,10.12956873,2.190226964,-2.137442817,1.950125649,-2.357746217,5.56119569,-0.124642341,3.707849674,90.95878456,7.439157589,5.059290154,5.059290154,4.091422815,2.587649199,2.587649199,1.857871159,1.857871159,0.983590104,0.983590104,0.365855165,0.365855165,-0.45,75.58143215,8.55,3.551589869,2.549917765,52.74324284,20.11411937,12.20793278,6.286160523,0,0,0,0,0,0,0,0,6.9237372,0,6.103966388,20.11411937,6.286160523,0,0,0,25.23563636,0,0,0,0,0,0,0,0,39.91764187,4.794537184,0,6.9237372,0,0,0,0,77.76,18.31189916,4.794537184,0,6.286160523,0,0,6.9237372,0,0,0,15.31958218,0,0,9.72962963,25.73601852,0,0,0,-3.754722222,1.289074074,0,0.8,9,3,4,0,0,0,0,0,0,4,3,4,3,0,0,0,0,-1.7121,29.7584,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,5.24313978,31.1082009,10.53166667,-0.449074074,10.53166667,0.214166667,0.323586906,130.151,120.071,130.0854609,52,0,0.345726895,-0.369707066,0.369707066,0.345726895,1.444444444,1.888888889,2,16.16350125,10.81988111,1.97921925,-2.032167162,1.801885163,-2.275541664,5.897282315,0.227012421,3.92783097,135.5030616,7.439157589,5.45737602,5.45737602,4.03658126,2.346721999,2.346721999,1.713670332,1.713670332,0.607317177,0.607317177,0.210439655,0.210439655,-1.26,60.47184355,7.74,2.907105656,3.33347181,53.33053702,16.36724469,0,5.959554569,0,0,6.031114512,0,4.794537184,4.992404733,0,0,0,14.09534397,0,4.794537184,11.99066908,0,4.899909731,16.45973969,0,14.09534397,0,0,0,11.46733495,4.794537184,0,0,30.98592278,0,0,0,4.992404733,0,0,0,84.71,6.031114512,4.794537184,0,5.959554569,0,0,4.899909731,14.09534397,0,4.992404733,11.46733495,0,0,15.04527778,0,9.822777778,-0.214166667,-0.449074074,0,0,3.128518519,0.5,9,4,5,0,0,0,0,0,0,1,2,5,0,0,0,0,0,-1.0586,34.8928,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,5.140218967,29.3529129,9.196697531,-1.320925926,9.196697531,0.414675926,0.304727532,196.224,184.128,196.0405445,72,0,0.129133579,-0.393567678,0.393567678,0.129133579,1.083333333,1.666666667,2.166666667,32.11702846,10.00480356,2.411963683,-2.374002412,2.220660176,-2.564182471,7.803718555,-0.204725439,2.634408987,150.1189836,9.300964908,6.238174395,7.132601586,5.574586063,3.56200947,4.078407249,2.719449317,3.228410225,1.86705949,2.29424154,1.081733811,1.414433779,0.15,454.5175035,10.23230453,3.905518534,1.732051374,75.00367735,25.16297253,29.85186392,0,0,0,0,0,0,0,12.62878915,0,0,0,6.606881965,25.16297253,12.62878915,0,0,0,29.85186392,6.606881965,0,0,0,0,0,0,12.62878915,56.88485547,4.736862954,0,0,0,0,0,0,90.15,36.45874589,10.21305479,0,0,0,0,0,0,0,12.62878915,14.94991774,4.884567901,3.814969136,0,36.18330247,-0.874490741,0,0,-4.704783951,-0.414675926,0,1,12,4,5,0,1,1,0,0,0,6,5,6,1,0,1,1,1,-2.2839,42.7532,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4.180879779,33.7758585,6.459907407,-0.222222222,6.459907407,0.222222222,0.339395357,102.141,92.061,102.0905463,42,0,0.172772482,-0.285013321,0.285013321,0.172772482,1.428571429,1.857142857,1.857142857,15.27042234,10.82611761,1.913396593,-2.037416534,1.696811911,-2.34482975,4.457356678,0.48503496,3.164609309,48.89659695,5.698670613,4.524563865,4.524563865,3.346065215,2.059155957,2.059155957,1.108986171,1.108986171,0.675973469,0.675973469,0.273437012,0.273437012,-0.48,34.39946188,6.52,3.70115942,2.244637681,42.80566598,0,0,6.289710395,0,0,0,10.63357721,5.531128999,5.114250126,0,0,14.09534397,0,0,0,0,5.531128999,10.63357721,5.114250126,6.289710395,14.09534397,0,0,0,10.63357721,0,0,0,20.38505436,0,5.531128999,0,5.114250126,0,0,0,60.27,0,0,0,6.289710395,0,0,0,14.09534397,0,15.74782733,5.531128999,0,0,0,8.625,6.459907407,0,0,-0.222222222,0,3.470648148,1,7,3,4,0,0,0,0,0,0,4,3,4,3,0,0,0,0,-0.26023,27.0551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4.387450081,31.5391879,6.611157407,-0.171296296,6.611157407,0.171296296,0.405081883,116.168,104.072,116.1061964,48,0,0.175027606,-0.284835979,0.284835979,0.175027606,1.625,2.125,2.125,15.35240576,10.72062708,2.016013568,-2.157528784,1.849161378,-2.363023015,4.499208444,0.255318571,3.511707407,70.4385619,6.568914101,5.47177746,5.47177746,3.718744015,2.423106903,2.423106903,1.755054898,1.755054898,0.869622637,0.869622637,0.438218666,0.438218666,-0.48,47.19725257,7.52,3.513096424,1.994253056,49.38057958,0,0,6.289710395,0,0,0,10.21669833,5.531128999,5.114250126,0,0,21.14301595,0,0,0,0,5.531128999,10.21669833,5.114250126,6.289710395,21.14301595,0,0,0,5.316788604,0,0,0,32.33263607,0,5.531128999,0,5.114250126,0,0,0,51.48,0,0,0,6.289710395,0,0,0,7.047671983,18.9952537,10.43103873,5.531128999,0,0,1.8125,6.09375,6.611157407,0,0,-0.171296296,0,5.487222222,1,8,2,4,0,0,0,0,0,0,4,2,4,3,0,0,0,0,0.08197,31.6824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4.64785502,30.2279882,10.80314815,-0.710416667,10.80314815,0.093221844,0.46130787,174.2,160.088,174.1004423,70,0,0.308904113,-0.39158365,0.39158365,0.308904113,1.333333333,1.833333333,2.25,16.26667358,10.37549439,2.108590299,-2.054261748,1.749995971,-2.416335208,6.345685138,-0.138863168,3.64574038,168.0344236,9.560477932,7.255274008,7.255274008,5.574586063,3.816259302,3.816259302,2.418500583,2.418500583,1.101593008,1.101593008,0.561517585,0.561517585,-1.1,330.3416124,10.9,5.537596215,4.675103106,71.14590603,15.7401046,0,0,0,0,11.81435946,9.589074368,0,0,0,0,13.8474744,13.08951281,6.103966388,14.69560176,11.81435946,0,10.63357721,0,19.95144079,13.08951281,0,0,0,10.63357721,0,0,0,36.11436605,9.589074368,0,13.8474744,0,0,0,0,78.43,17.91832585,9.589074368,0,6.544756406,6.544756406,0,6.9237372,6.9237372,0,10.63357721,5.106527395,0,0,21.55393046,13.3686115,0,-1.378796296,0,-0.635762472,3.758683469,0,0.714285714,12,3,5,0,0,0,0,0,0,3,3,5,3,0,0,0,0,-1.3805,43.3742,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4.905740835,36.5115778,11.07462963,-1.369312169,11.07462963,0.604907407,0.4215317,190.199,176.087,190.0953569,76,0,0.280933472,-0.547909144,0.547909144,0.280933472,1.461538462,1.923076923,2.230769231,16.36826181,10.15135706,2.233046544,-2.169325645,1.87454821,-2.723636906,5.848981994,-0.419031181,4.075517846,204.6692231,10.59385813,7.611116056,7.611116056,5.857948465,3.882878891,3.882878891,2.896408261,2.896408261,1.631402543,1.631402543,0.598423546,0.598423546,-1.14,442.0247899,11.86,4.781300464,3.860643059,75.7301683,26.05804805,6.103966388,6.041840829,0,5.907179729,0,4.794537184,0,0,0,0,13.8474744,0,12.01114612,25.53579663,11.87648502,0,5.316788604,0,32.03512245,0,0,0,0,16.15698348,0,0,0,35.17066046,9.589074368,0,13.8474744,0,0,0,0,117.1,30.06413306,14.69560176,0,0,0,0,13.8474744,0,0,11.05045608,5.106527395,0,0,21.29311224,21.31183768,3.374466175,-1.974219577,-1.946944444,-0.90837585,2.683457105,0,0.714285714,13,5,6,0,0,0,0,0,0,4,3,6,4,0,0,0,0,-3.7677,40.9686,1,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,4.297643978,29.8571698,10.64425926,-0.728333333,10.64425926,0.089537037,0.418183349,160.173,148.077,160.0847922,64,0,0.308893426,-0.39158365,0.39158365,0.308893426,1.454545455,2,2.363636364,16.26666889,10.37880122,2.097281292,-2.043439114,1.742904711,-2.403551879,6.344950107,-0.138617009,3.612102615,155.9063854,8.853371151,6.548167227,6.548167227,5.074586063,3.25559913,3.25559913,2.138170497,2.138170497,0.991321254,0.991321254,0.434212924,0.434212924,-1.1,206.0149433,9.9,4.675103106,4.323324151,64.78096392,15.7401046,0,0,0,0,11.81435946,9.589074368,0,0,0,0,6.9237372,13.59242839,6.103966388,14.69560176,11.81435946,0,10.63357721,0,13.02770359,13.59242839,0,0,0,10.63357721,0,0,0,36.61728163,9.589074368,0,6.9237372,0,0,0,0,78.43,17.91832585,9.589074368,0,6.544756406,0,0,13.97140918,0,0,10.63357721,5.106527395,0,0,21.16379157,13.09697184,0,-1.431435185,0,-0.635549887,1.607523621,1.365364701,0.666666667,11,3,5,0,0,0,0,0,0,3,3,5,2,0,0,0,0,-1.7706,38.7572,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4.137229172,32.1041963,10.40916667,-0.26912037,10.40916667,0.090277778,0.464504711,130.147,120.067,130.0742276,52,0,0.228677493,-0.35873122,0.35873122,0.228677493,1.111111111,1.444444444,1.666666667,16.16044805,10.3724745,2.025170072,-1.95573821,1.750864947,-2.269702045,5.960213899,-0.128222638,3.471317626,108.1264024,7.276020882,5.523603362,5.523603362,4.201907263,2.615355072,2.615355072,1.523129366,1.523129366,0.878791798,0.878791798,0.322602435,0.322602435,-1.06,84.36491017,7.94,3.884108522,3.516368876,53.62178805,10.63357721,6.420821623,0,11.81435946,0,0,9.589074368,0,0,0,0,0,14.09534397,0,9.589074368,11.81435946,0,10.63357721,0,6.420821623,14.09534397,0,0,0,10.63357721,0,0,0,25.90970342,9.589074368,0,6.420821623,0,0,0,0,58.2,0,9.589074368,0,18.23518108,0,0,14.09534397,0,0,10.63357721,0,0,0,20.81833333,4.660833333,0,-0.538240741,0,-0.090277778,0,2.982685185,0.6,9,2,4,0,0,0,0,0,0,2,2,4,2,0,0,0,0,-1.1315,32.7504,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4.328561331,36.1170753,10.48769322,-0.332034203,10.48769322,0.110462963,0.382663493,160.177,148.081,160.0960256,64,0,0.315414883,-0.341192509,0.341192509,0.315414883,1,1.363636364,1.636363636,16.16669713,10.82334285,1.953749132,-2.045578776,1.597468166,-2.434897271,5.755707581,0.236387256,3.270375395,131.4178439,8.690234444,6.523603362,6.523603362,5.201907263,3.115355072,3.115355072,1.688578376,1.688578376,0.952015103,0.952015103,0.381528,0.381528,-1.46,242.1673463,9.54,5.334623982,5.008384075,64.72151242,21.26715442,0,0,0,0,12.06222902,0,9.589074368,0,0,0,0,14.09534397,6.668691189,9.589074368,12.06222902,0,21.26715442,0,0,20.76403515,0,0,0,21.26715442,9.589074368,0,0,32.82626418,0,0,0,0,0,0,0,82.26,0,9.589074368,0,18.73092021,0,0,14.09534397,0,0,21.26715442,0,0,0,20.97538643,9.421025605,0,0,-0.664068405,0,0.110462963,2.990526738,0.6,11,4,6,0,0,0,0,0,0,2,4,6,2,0,0,0,0,-1.1981,40.0498,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
65,5.172105298,31.9597647,10.67250378,-1.726898148,10.67250378,0.799907407,0.373060558,176.172,164.076,176.0797069,70,0,0.251369606,-0.380047677,0.380047677,0.251369606,1,1.25,1.416666667,16.34602415,10.15857597,2.279242273,-2.13617585,1.923777644,-2.474943292,5.898177356,-0.144954595,4.178103015,162.3868988,9.723614639,6.86562431,6.86562431,5.54011122,3.335329672,3.335329672,2.11817616,2.11817616,1.329128609,1.329128609,0.582534488,0.582534488,-1.14,358.7532296,10.86,4.680178547,2.478798331,69.57519767,20.846632,0,12.20793278,0,11.81435946,0,9.589074368,0,0,0,0,0,14.09534397,0,19.80212916,11.81435946,0,10.63357721,0,12.20793278,14.09534397,0,0,0,10.63357721,0,0,0,48.33069099,9.589074368,0,0,0,0,0,0,98.66,24.02229223,9.589074368,0,0,0,0,14.09534397,0,0,10.63357721,10.21305479,0,0,21.34500756,22.12105631,0,-1.599814815,0,-3.453796296,0,2.587547241,0.666666667,12,4,6,0,0,0,0,0,0,4,4,6,3,0,0,0,0,-2.7998,40.147,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,4.841273338,31.3243037,10.52935185,-0.587962963,10.52935185,0.232962963,0.471682848,133.147,122.059,133.0738932,54,0,0.324746755,-0.467783209,0.467783209,0.324746755,1.888888889,2.444444444,2.555555556,16.52590634,10.31941972,2.133411906,-2.079365141,1.823733499,-2.374858338,5.751246595,-0.143474667,3.643756448,90.20389705,7.276020882,5.548167227,5.548167227,4.256748817,2.618322907,2.618322907,1.546994917,1.546994917,1.016738159,1.016738159,0.425932721,0.425932721,-0.61,91.36757728,8.39,4.286691532,2.434954129,53.81818275,15.16017895,6.041840829,0,0,0,5.969305288,4.794537184,0,0,0,0,7.047671983,0,13.71667951,14.63792753,5.969305288,0,5.316788604,0,6.041840829,20.76435149,0,0,0,5.316788604,0,0,0,37.882025,9.531400138,0,0,0,0,0,0,58.56,12.01114612,4.794537184,0,6.606881965,0,0,7.109797541,7.047671983,0,10.05365156,5.106527395,4.332685185,0,10.52935185,11.04208333,0,-0.444444444,-0.587962963,0,-0.232962963,2.86125,0.8,9,2,4,0,0,0,0,0,0,4,2,4,3,0,0,0,0,-1.2603,31.9495,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,4.991501606,28.5136587,10.75782407,-1.377314815,10.75782407,0.220740741,0.317457343,175.14,166.068,175.0480724,68,0,0.339680011,-0.467039206,0.467039206,0.339680011,1.25,1.666666667,1.916666667,16.54508609,10.29487245,2.269452001,-2.093650851,1.892373806,-2.43657006,6.000748168,-0.155590333,4.305315635,174.3774663,9.560477932,6.695941991,6.695941991,5.66743242,3.023395961,3.023395961,1.763849977,1.763849977,1.108481496,1.108481496,0.53605145,0.53605145,-1.59,391.1023867,10.41,5.112229313,2.567880776,68.82548054,14.79051451,0,0,12.45193614,0,11.93861058,4.794537184,9.589074368,0,0,0,0,0,14.21959508,23.85733746,18.34870588,0,5.316788604,0,6.041840829,14.21959508,0,0,0,5.316788604,0,0,0,38.61014179,23.85733746,0,0,0,0,0,0,81.7,17.98045141,14.38361155,0,6.410095306,0,14.21959508,0,0,5.316788604,9.473725908,0,8.453425926,0,31.44500756,1.954351852,0,-1.733425926,-1.377314815,0.220740741,0,2.20388133,0.5,12,1,6,0,0,0,0,0,0,5,1,6,4,0,0,0,0,-1.553,37.0197,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,4.712310149,27.8733712,10.60361111,-1.241319444,10.60361111,0.305231481,0.424831753,131.131,122.059,131.0582431,52,0,0.34005632,-0.46680806,0.46680806,0.34005632,1.777777778,2.333333333,2.444444444,16.54116831,9.979390217,2.426771768,-2.335476607,2.104971781,-2.640954999,5.805448937,-0.166958111,2.485685096,130.164797,6.905777394,5.177923739,5.177923739,4.188487257,2.704316941,2.704316941,2.12671957,2.12671957,1.400248212,1.400248212,0.69612208,0.69612208,-0.61,83.21014275,6.509189511,1.965638012,0.906451828,52.8123516,15.16017895,0,5.601050811,0,0,5.969305288,0,4.794537184,0,0,0,0,13.08951281,7.109797541,14.63792753,5.969305288,0,5.316788604,0,5.601050811,20.19931035,0,0,0,5.316788604,0,0,0,36.87619385,9.531400138,0,0,0,0,0,0,58.56,11.5703561,4.794537184,0,0,13.08951281,0,7.109797541,0,0,10.05365156,5.106527395,4.328194444,0,10.60361111,11.90759259,-1.241319444,-0.554398148,0,0,0.610462963,1.262523148,0.8,9,2,4,0,1,1,0,0,0,4,2,4,1,0,1,1,1,-1.5063,29.8355,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,5.196487848,32.7090235,10.65861489,-1.678287037,10.65861489,0.867685185,0.484556599,177.156,166.068,177.0637225,70,0,0.336464125,-0.467767766,0.467767766,0.336464125,1.25,1.666666667,2,16.54340174,10.16111859,2.295711773,-2.130135027,1.946651767,-2.467710418,5.853464236,-0.158223344,4.178103015,160.7772583,9.723614639,6.812257565,6.812257565,5.54011122,3.135208987,3.135208987,2.016940211,2.016940211,1.256186747,1.256186747,0.532337018,0.532337018,-1.14,358.7532296,10.86,4.680178547,2.478798331,69.24822071,20.31392078,6.041840829,6.103966388,0,0,11.93861058,4.794537184,4.794537184,0,0,0,0,0,14.21959508,24.16932767,11.93861058,0,0,5.733667477,12.14580722,14.21959508,0,0,0,5.733667477,0,0,0,43.41054027,19.06280028,0,0,0,0,0,0,98.85,24.08441779,9.589074368,0,0,0,14.21959508,0,0,0,9.473725908,10.84019487,8.347150416,0,21.27222978,8.987361111,5.122361111,-1.832592593,-1.400509259,-1.678287037,0,2.18228647,0.666666667,12,3,6,0,0,0,0,0,0,6,2,6,3,0,0,0,0,-1.9794,38.0142,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
